,Fecha,Producto,Cantidad,Precio_Unitario,Descuento,Total,Vendedor,Ubicación,Forma_Pago,Estado
1298,2025-07-22,Telefono,8,311,0.1,3715,Juan,Local,Efectivo,Pendiente
1299,2025-07-23,Tableta,9,904,,4288,Carlos,En linea,nan,Completo
1300,2025-07-24,Tableta,7,333,0.15,3476,Carlos,Local,Efectivo,Cancelado
1301,2025-07-25,Laptop,7,564,,4237,Carlos,En linea,Efectivo,Completo
1302,2025-07-26,Laptop,1,850,,2211,Juan,Local,Tarjeta,Pendiente
1303,2025-07-27,Tableta,4,322,,1252,Juan,Local,Efectivo,Cancelado
1304,2025-07-28,Tableta,2,730,0.15,2969,Carlos,Local,nan,Completo
1305,2025-07-29,Tableta,2,924,0.05,4469,Carlos,Local,nan,Completo
1306,2025-07-30,Telefono,2,363,0.15,1892,Maria,En linea,Efectivo,Completo
1307,2025-07-31,Telefono,4,306,,3105,Maria,Local,Tarjeta,Pendiente
1308,2025-08-01,Tableta,1,706,0.15,1177,Carlos,Local,Efectivo,Cancelado
1309,2025-08-02,Telefono,4,984,,605,Carlos,Local,nan,Cancelado
1310,2025-08-03,Telefono,2,833,0.05,3787,Maria,En linea,nan,Cancelado
1311,2025-08-04,Laptop,5,465,0.1,2446,Carlos,Local,Efectivo,Completo
1312,2025-08-05,Tableta,3,375,0.05,1595,Maria,Local,Efectivo,Cancelado
1313,2025-08-06,Tableta,8,479,0.05,2282,Maria,Local,Efectivo,Completo
1314,2025-08-07,Telefono,4,842,0.1,3757,Maria,Local,nan,Pendiente
1315,2025-08-08,Tableta,1,408,0.15,2497,Juan,Local,nan,Cancelado
1316,2025-08-09,Laptop,1,730,0.1,2061,Juan,En linea,nan,Completo
1317,2025-08-10,Laptop,3,367,0.15,4506,Carlos,En linea,Tarjeta,Cancelado
1318,2025-08-11,Laptop,9,884,0.15,2175,Maria,En linea,nan,Cancelado
1319,2025-08-12,Tableta,7,163,,1622,Juan,Local,nan,Pendiente
1320,2025-08-13,Tableta,2,909,,4481,Carlos,En linea,Tarjeta,Cancelado
1321,2025-08-14,Tableta,9,449,0.1,1801,Carlos,Local,Tarjeta,Pendiente
1322,2025-08-15,Tableta,2,593,0.05,1443,Carlos,Local,Tarjeta,Cancelado
1323,2025-08-16,Tableta,3,622,0.1,1445,Carlos,Local,Tarjeta,Cancelado
1324,2025-08-17,Laptop,2,197,0.15,1100,Carlos,Local,Tarjeta,Cancelado
1325,2025-08-18,Telefono,3,170,,3200,Maria,En linea,Tarjeta,Cancelado
1326,2025-08-19,Laptop,6,463,0.1,1917,Carlos,En linea,Efectivo,Cancelado
1327,2025-08-20,Tableta,9,669,0.1,2024,Maria,En linea,Efectivo,Cancelado
1328,2025-08-21,Laptop,9,901,,4266,Juan,Local,Efectivo,Pendiente
1329,2025-08-22,Tableta,7,862,,750,Carlos,En linea,Efectivo,Pendiente
1330,2025-08-23,Tableta,3,375,,2044,Juan,En linea,nan,Completo
1331,2025-08-24,Laptop,4,149,0.15,578,Maria,Local,Tarjeta,Cancelado
1332,2025-08-25,Tableta,6,457,,3623,Maria,En linea,nan,Pendiente
1333,2025-08-26,Telefono,5,827,0.05,1397,Juan,Local,Tarjeta,Cancelado
1334,2025-08-27,Tableta,2,663,0.1,725,Carlos,En linea,Tarjeta,Cancelado
1335,2025-08-28,Telefono,6,882,,1709,Carlos,En linea,nan,Pendiente
1336,2025-08-29,Telefono,3,584,,2678,Juan,En linea,Efectivo,Cancelado
1337,2025-08-30,Tableta,8,183,0.15,3179,Juan,Local,nan,Pendiente
1338,2025-08-31,Laptop,2,998,0.15,3385,Juan,En linea,nan,Pendiente
1339,2025-09-01,Telefono,1,904,0.1,3306,Carlos,En linea,Tarjeta,Completo
1340,2025-09-02,Laptop,9,737,0.05,1203,Carlos,En linea,Tarjeta,Completo
1341,2025-09-03,Telefono,3,907,0.1,3044,Carlos,En linea,Tarjeta,Completo
1342,2025-09-04,Tableta,1,683,,2870,Juan,Local,Efectivo,Completo
1343,2025-09-05,Tableta,7,395,0.05,3781,Carlos,Local,nan,Cancelado
1344,2025-09-06,Telefono,5,335,0.05,828,Maria,En linea,nan,Cancelado
1345,2025-09-07,Tableta,5,155,0.05,4728,Juan,En linea,Efectivo,Completo
1346,2025-09-08,Telefono,1,459,0.05,620,Carlos,En linea,nan,Pendiente
1347,2025-09-09,Tableta,9,209,0.1,1464,Juan,Local,nan,Pendiente
1348,2025-09-10,Laptop,7,291,0.15,4724,Maria,En linea,Tarjeta,Pendiente
1349,2025-09-11,Tableta,8,192,0.15,4175,Maria,En linea,Efectivo,Pendiente
1350,2025-09-12,Laptop,9,961,,2576,Juan,Local,Tarjeta,Cancelado
1351,2025-09-13,Tableta,6,667,0.15,832,Juan,Local,Efectivo,Pendiente
1352,2025-09-14,Laptop,5,159,0.15,3868,Maria,Local,Tarjeta,Pendiente
1353,2025-09-15,Tableta,6,749,0.15,1816,Juan,En linea,nan,Completo
1354,2025-09-16,Laptop,2,138,0.15,1696,Maria,Local,Efectivo,Pendiente
1355,2025-09-17,Telefono,4,639,,3670,Maria,Local,Efectivo,Cancelado
1356,2025-09-18,Telefono,3,148,0.1,1929,Carlos,En linea,Tarjeta,Pendiente
1357,2025-09-19,Laptop,7,519,0.05,855,Juan,Local,Efectivo,Pendiente
1358,2025-09-20,Tableta,9,736,0.15,4734,Juan,En linea,nan,Cancelado
1359,2025-09-21,Laptop,5,112,0.1,2026,Carlos,En linea,nan,Completo
1360,2025-09-22,Tableta,6,135,0.15,4397,Maria,Local,nan,Cancelado
1361,2025-09-23,Telefono,2,200,0.15,528,Juan,En linea,Tarjeta,Completo
1362,2025-09-24,Tableta,3,893,0.05,1513,Carlos,Local,Efectivo,Pendiente
1363,2025-09-25,Telefono,3,185,0.05,3202,Carlos,Local,Tarjeta,Completo
1364,2025-09-26,Tableta,9,615,0.05,1327,Juan,Local,nan,Completo
1365,2025-09-27,Tableta,7,322,0.15,4946,Carlos,En linea,Efectivo,Completo
1366,2025-09-28,Tableta,8,437,0.15,2524,Maria,Local,nan,Pendiente
1367,2025-09-29,Laptop,9,265,0.15,798,Carlos,En linea,Efectivo,Completo
1368,2025-09-30,Laptop,6,482,0.05,2365,Maria,En linea,Efectivo,Completo
1369,2025-10-01,Telefono,4,955,,4516,Maria,En linea,Tarjeta,Pendiente
1370,2025-10-02,Telefono,1,994,0.1,2611,Juan,Local,Efectivo,Cancelado
1371,2025-10-03,Laptop,8,475,,1254,Carlos,En linea,nan,Cancelado
1372,2025-10-04,Telefono,7,570,0.15,1269,Maria,En linea,Efectivo,Cancelado
1373,2025-10-05,Laptop,2,889,0.15,4235,Maria,Local,nan,Pendiente
1374,2025-10-06,Tableta,8,741,,1738,Carlos,Local,Tarjeta,Pendiente
1375,2025-10-07,Telefono,5,130,0.15,2713,Maria,En linea,nan,Cancelado
1376,2025-10-08,Telefono,7,474,0.1,2406,Carlos,En linea,Efectivo,Completo
1377,2025-10-09,Laptop,4,110,0.15,2064,Juan,Local,nan,Cancelado
1378,2025-10-10,Telefono,5,401,0.1,1718,Maria,En linea,nan,Pendiente
1379,2025-10-11,Telefono,8,195,,1857,Maria,En linea,Efectivo,Completo
1380,2025-10-12,Tableta,1,289,,4339,Carlos,En linea,nan,Completo
1381,2025-10-13,Telefono,1,552,0.15,1960,Carlos,En linea,Efectivo,Pendiente
1382,2025-10-14,Tableta,4,291,0.1,4485,Carlos,Local,Tarjeta,Completo
1383,2025-10-15,Laptop,3,585,0.15,1916,Carlos,En linea,nan,Cancelado
1384,2025-10-16,Telefono,2,365,0.05,3353,Maria,Local,Tarjeta,Pendiente
1385,2025-10-17,Tableta,3,523,0.05,1928,Juan,En linea,nan,Pendiente
1386,2025-10-18,Laptop,1,227,0.05,4878,Juan,Local,nan,Pendiente
1387,2025-10-19,Telefono,1,337,0.05,4974,Juan,En linea,Tarjeta,Pendiente
1388,2025-10-20,Laptop,6,454,0.15,4793,Juan,Local,nan,Completo
1389,2025-10-21,Telefono,5,211,0.05,3562,Carlos,En linea,nan,Pendiente
1390,2025-10-22,Laptop,8,927,0.1,3571,Maria,Local,Tarjeta,Pendiente
1391,2025-10-23,Laptop,2,545,,1055,Maria,En linea,nan,Completo
1392,2025-10-24,Tableta,4,442,,855,Maria,En linea,Efectivo,Pendiente
1393,2025-10-25,Laptop,8,244,0.05,2063,Carlos,Local,nan,Completo
1394,2025-10-26,Telefono,6,164,0.05,4000,Maria,Local,nan,Completo
1395,2025-10-27,Telefono,1,346,0.05,1540,Carlos,Local,nan,Pendiente
1396,2025-10-28,Tableta,4,834,0.15,3186,Maria,Local,Tarjeta,Cancelado
1397,2025-10-29,Telefono,1,589,,4974,Juan,Local,Efectivo,Pendiente
1398,2025-10-30,Telefono,2,924,0.05,3053,Carlos,En linea,Efectivo,Cancelado
1399,2025-10-31,Telefono,5,538,0.1,2279,Maria,Local,nan,Completo
1400,2025-11-01,Laptop,8,205,0.05,575,Juan,Local,Tarjeta,Cancelado
1401,2025-11-02,Laptop,8,280,,4826,Juan,En linea,Tarjeta,Pendiente
1402,2025-11-03,Telefono,3,283,0.05,3819,Juan,Local,Efectivo,Pendiente
1403,2025-11-04,Tableta,4,325,,2849,Carlos,Local,Tarjeta,Cancelado
1404,2025-11-05,Laptop,6,876,0.05,3273,Carlos,Local,nan,Pendiente
1405,2025-11-06,Tableta,3,889,0.1,2762,Maria,En linea,nan,Cancelado
1406,2025-11-07,Telefono,2,188,0.05,3729,Juan,Local,Tarjeta,Completo
1407,2025-11-08,Telefono,6,787,0.1,2616,Maria,En linea,nan,Cancelado
1408,2025-11-09,Laptop,5,629,0.1,892,Maria,En linea,Efectivo,Cancelado
1409,2025-11-10,Telefono,5,470,0.05,1608,Juan,Local,nan,Cancelado
1410,2025-11-11,Laptop,5,498,0.1,4862,Maria,En linea,Tarjeta,Cancelado
1411,2025-11-12,Telefono,5,205,0.15,1110,Carlos,Local,Efectivo,Completo
1412,2025-11-13,Telefono,3,370,0.05,3275,Maria,Local,nan,Completo
1413,2025-11-14,Laptop,7,930,0.05,4498,Juan,Local,Efectivo,Completo
1414,2025-11-15,Laptop,6,602,0.1,1172,Carlos,Local,Tarjeta,Cancelado
1415,2025-11-16,Laptop,4,778,0.1,4177,Carlos,Local,nan,Completo
1416,2025-11-17,Telefono,2,624,0.05,530,Maria,En linea,nan,Pendiente
1417,2025-11-18,Telefono,9,948,0.15,1900,Maria,En linea,Efectivo,Completo
1418,2025-11-19,Tableta,1,131,0.1,4571,Carlos,En linea,nan,Cancelado
1419,2025-11-20,Laptop,4,492,0.1,1116,Maria,En linea,nan,Pendiente
1420,2025-11-21,Telefono,1,139,,3286,Juan,Local,nan,Cancelado
1421,2025-11-22,Telefono,6,759,0.15,1370,Maria,Local,nan,Pendiente
1422,2025-11-23,Laptop,4,317,0.15,4696,Maria,En linea,Tarjeta,Cancelado
1423,2025-11-24,Tableta,5,830,0.05,4104,Carlos,Local,nan,Cancelado
1424,2025-11-25,Laptop,5,181,0.15,1912,Maria,En linea,Efectivo,Pendiente
1425,2025-11-26,Tableta,9,944,0.05,3239,Maria,En linea,Tarjeta,Completo
1426,2025-11-27,Telefono,1,819,,1440,Maria,En linea,Efectivo,Pendiente
1427,2025-11-28,Tableta,2,300,0.15,840,Juan,En linea,Efectivo,Pendiente
1428,2025-11-29,Telefono,6,546,0.1,3408,Maria,Local,Efectivo,Pendiente
1429,2025-11-30,Laptop,5,943,,4633,Juan,Local,Tarjeta,Pendiente
1430,2025-12-01,Laptop,7,527,0.05,1159,Juan,En linea,Tarjeta,Pendiente
1431,2025-12-02,Laptop,3,137,,2533,Juan,En linea,Tarjeta,Cancelado
1432,2025-12-03,Tableta,3,310,0.05,2060,Juan,En linea,nan,Cancelado
1433,2025-12-04,Telefono,2,543,,3957,Carlos,En linea,Efectivo,Completo
1434,2025-12-05,Laptop,3,426,0.05,2156,Juan,En linea,Tarjeta,Completo
1435,2025-12-06,Laptop,1,860,0.15,3475,Maria,Local,Efectivo,Pendiente
1436,2025-12-07,Telefono,5,326,0.1,1549,Juan,En linea,Tarjeta,Completo
1437,2025-12-08,Laptop,5,147,0.05,953,Maria,En linea,Tarjeta,Completo
1438,2025-12-09,Telefono,7,117,,2204,Juan,Local,Tarjeta,Pendiente
1439,2025-12-10,Telefono,4,538,0.05,3284,Carlos,Local,Efectivo,Cancelado
1440,2025-12-11,Telefono,3,906,0.05,1318,Juan,Local,nan,Cancelado
1441,2025-12-12,Telefono,1,807,0.05,512,Juan,Local,Tarjeta,Completo
1442,2025-12-13,Telefono,8,286,,4479,Carlos,Local,Tarjeta,Cancelado
1443,2025-12-14,Tableta,3,444,0.1,1420,Juan,Local,Tarjeta,Cancelado
1444,2025-12-15,Laptop,2,323,0.15,2918,Maria,Local,nan,Completo
1445,2025-12-16,Tableta,4,929,0.1,1814,Juan,Local,Efectivo,Pendiente
1446,2025-12-17,Laptop,3,587,0.05,4177,Juan,Local,Efectivo,Completo
1447,2025-12-18,Tableta,1,976,,2517,Juan,En linea,Efectivo,Completo
1448,2025-12-19,Telefono,3,948,0.1,1728,Carlos,Local,Efectivo,Completo
1449,2025-12-20,Laptop,2,328,0.05,2934,Juan,En linea,Tarjeta,Pendiente
1450,2025-12-21,Laptop,8,489,0.15,3368,Juan,En linea,nan,Pendiente
1451,2025-12-22,Tableta,6,688,0.15,3015,Maria,En linea,Tarjeta,Pendiente
1452,2025-12-23,Tableta,9,287,0.15,1938,Juan,En linea,nan,Pendiente
1453,2025-12-24,Laptop,8,957,0.05,4664,Juan,En linea,Efectivo,Completo
1454,2025-12-25,Tableta,3,369,,4043,Juan,En linea,nan,Cancelado
1455,2025-12-26,Tableta,5,706,0.1,3675,Juan,En linea,Tarjeta,Completo
1456,2025-12-27,Tableta,7,409,0.15,2281,Maria,En linea,Tarjeta,Pendiente
1457,2025-12-28,Telefono,5,231,0.05,2763,Maria,Local,Efectivo,Cancelado
1458,2025-12-29,Telefono,8,650,0.05,2469,Carlos,En linea,Tarjeta,Completo
1459,2025-12-30,Tableta,5,171,0.1,711,Juan,En linea,Tarjeta,Cancelado
1460,2025-12-31,Tableta,1,892,0.15,1007,Carlos,En linea,nan,Pendiente
1461,2026-01-01,Telefono,5,944,0.05,831,Carlos,En linea,Tarjeta,Cancelado
1462,2026-01-02,Telefono,4,771,0.1,1050,Juan,Local,Efectivo,Cancelado
1463,2026-01-03,Laptop,6,286,,1441,Maria,En linea,Efectivo,Pendiente
1464,2026-01-04,Laptop,3,585,,1227,Maria,Local,Tarjeta,Cancelado
1465,2026-01-05,Telefono,5,290,,3362,Juan,Local,Efectivo,Completo
1466,2026-01-06,Tableta,2,521,0.15,3743,Juan,En linea,nan,Cancelado
1467,2026-01-07,Tableta,6,219,0.1,1148,Maria,En linea,nan,Completo
1468,2026-01-08,Tableta,6,319,0.1,3237,Juan,Local,Tarjeta,Cancelado
1469,2026-01-09,Tableta,5,152,0.05,3247,Juan,En linea,Tarjeta,Cancelado
1470,2026-01-10,Laptop,6,833,0.05,1509,Juan,En linea,nan,Pendiente
1471,2026-01-11,Telefono,7,550,0.05,2050,Maria,Local,Efectivo,Pendiente
1472,2026-01-12,Tableta,5,511,0.1,1303,Carlos,Local,Tarjeta,Completo
1473,2026-01-13,Laptop,1,742,0.05,4580,Carlos,En linea,Tarjeta,Pendiente
1474,2026-01-14,Tableta,8,336,0.1,4809,Juan,En linea,Efectivo,Pendiente
1475,2026-01-15,Telefono,4,857,0.1,4764,Maria,En linea,Tarjeta,Pendiente
1476,2026-01-16,Laptop,9,837,,3901,Juan,Local,Efectivo,Pendiente
1477,2026-01-17,Telefono,6,819,0.05,4741,Maria,En linea,Efectivo,Pendiente
1478,2026-01-18,Telefono,1,505,,3661,Juan,Local,Efectivo,Completo
1479,2026-01-19,Laptop,3,707,0.15,4655,Maria,Local,Efectivo,Completo
1480,2026-01-20,Laptop,3,521,0.15,1027,Maria,En linea,Efectivo,Pendiente
1481,2026-01-21,Laptop,4,811,0.15,3798,Carlos,Local,nan,Pendiente
1482,2026-01-22,Laptop,6,346,0.1,1523,Juan,En linea,Efectivo,Completo
1483,2026-01-23,Laptop,7,171,0.1,4234,Carlos,En linea,nan,Cancelado
1484,2026-01-24,Laptop,4,929,0.1,932,Carlos,Local,Efectivo,Completo
1485,2026-01-25,Laptop,6,284,0.05,1676,Maria,En linea,Tarjeta,Cancelado
1486,2026-01-26,Tableta,1,105,,900,Juan,Local,nan,Pendiente
1487,2026-01-27,Telefono,8,305,0.1,2604,Maria,Local,Tarjeta,Pendiente
1488,2026-01-28,Laptop,7,643,,3550,Maria,En linea,Efectivo,Completo
1489,2026-01-29,Tableta,9,710,,2733,Maria,En linea,Efectivo,Pendiente
1490,2026-01-30,Tableta,3,486,,2945,Juan,En linea,Tarjeta,Cancelado
1491,2026-01-31,Tableta,2,867,0.05,3335,Juan,En linea,Efectivo,Cancelado
1492,2026-02-01,Telefono,1,798,0.05,3013,Maria,Local,Tarjeta,Completo
1493,2026-02-02,Laptop,3,175,0.15,2273,Juan,Local,Efectivo,Cancelado
1494,2026-02-03,Tableta,5,276,0.15,1596,Maria,Local,Efectivo,Completo
1495,2026-02-04,Telefono,2,926,,1428,Juan,En linea,nan,Completo
1496,2026-02-05,Telefono,3,898,0.15,2451,Juan,Local,Tarjeta,Cancelado
1497,2026-02-06,Telefono,4,448,,2473,Carlos,Local,Efectivo,Cancelado
1498,2026-02-07,Tableta,7,354,0.05,2054,Maria,En linea,Tarjeta,Cancelado
1499,2026-02-08,Laptop,3,936,0.05,3278,Carlos,En linea,nan,Cancelado
1500,2026-02-09,Tableta,9,801,0.05,4921,Carlos,En linea,Tarjeta,Cancelado
1501,2026-02-10,Tableta,8,407,0.1,1494,Maria,Local,nan,Cancelado
1502,2026-02-11,Laptop,4,444,,1112,Maria,En linea,Tarjeta,Cancelado
1503,2026-02-12,Laptop,1,226,0.05,3093,Juan,Local,Tarjeta,Pendiente
1504,2026-02-13,Laptop,1,386,,1095,Maria,Local,nan,Completo
1505,2026-02-14,Telefono,1,865,0.15,1341,Carlos,Local,Efectivo,Completo
1506,2026-02-15,Laptop,1,824,0.15,4939,Carlos,Local,Efectivo,Cancelado
1507,2026-02-16,Tableta,8,861,0.05,1358,Maria,Local,Efectivo,Completo
1508,2026-02-17,Laptop,3,695,,944,Carlos,En linea,Tarjeta,Cancelado
1509,2026-02-18,Tableta,6,586,0.05,2288,Juan,Local,Tarjeta,Pendiente
1510,2026-02-19,Telefono,3,482,0.15,4817,Carlos,En linea,Efectivo,Completo
1511,2026-02-20,Tableta,5,505,0.05,3954,Juan,Local,Tarjeta,Completo
1512,2026-02-21,Tableta,7,487,,4452,Carlos,Local,Tarjeta,Pendiente
1513,2026-02-22,Laptop,2,624,0.15,1530,Juan,En linea,Efectivo,Pendiente
1514,2026-02-23,Laptop,6,656,0.1,1795,Juan,Local,nan,Pendiente
1515,2026-02-24,Tableta,6,738,0.15,2563,Maria,Local,Tarjeta,Completo
1516,2026-02-25,Laptop,3,725,0.1,1947,Juan,En linea,Tarjeta,Completo
1517,2026-02-26,Telefono,6,375,0.05,2545,Maria,En linea,Tarjeta,Pendiente
1518,2026-02-27,Telefono,5,599,0.05,3350,Carlos,Local,Tarjeta,Pendiente
1519,2026-02-28,Laptop,2,816,,4324,Carlos,Local,nan,Pendiente
1520,2026-03-01,Telefono,9,436,0.1,2568,Carlos,Local,Efectivo,Pendiente
1521,2026-03-02,Laptop,8,580,0.05,4261,Juan,En linea,Tarjeta,Pendiente
1522,2026-03-03,Tableta,3,996,0.1,2775,Carlos,Local,Efectivo,Cancelado
1523,2026-03-04,Tableta,8,372,0.05,2308,Carlos,En linea,Tarjeta,Pendiente
1524,2026-03-05,Telefono,9,157,0.15,1811,Maria,En linea,nan,Cancelado
1525,2026-03-06,Laptop,3,427,0.05,4555,Maria,Local,Efectivo,Completo
1526,2026-03-07,Laptop,3,830,,2951,Carlos,En linea,nan,Completo
1527,2026-03-08,Telefono,2,208,0.15,1589,Carlos,Local,Tarjeta,Cancelado
1528,2026-03-09,Tableta,8,378,,2172,Juan,Local,nan,Pendiente
1529,2026-03-10,Telefono,1,785,0.15,4175,Juan,En linea,nan,Completo
1530,2026-03-11,Tableta,8,427,0.1,4854,Carlos,En linea,Tarjeta,Pendiente
1531,2026-03-12,Laptop,7,875,,2503,Maria,En linea,Tarjeta,Pendiente
1532,2026-03-13,Tableta,7,414,0.05,4698,Carlos,En linea,Efectivo,Cancelado
1533,2026-03-14,Telefono,3,573,0.1,1624,Juan,En linea,Tarjeta,Completo
1534,2026-03-15,Laptop,1,210,0.05,1721,Maria,En linea,Efectivo,Completo
1535,2026-03-16,Telefono,4,798,0.15,3360,Maria,Local,nan,Cancelado
1536,2026-03-17,Telefono,9,880,0.15,2773,Juan,Local,nan,Pendiente
1537,2026-03-18,Tableta,5,328,0.05,3490,Carlos,Local,Efectivo,Pendiente
1538,2026-03-19,Telefono,1,596,0.05,3010,Carlos,En linea,Tarjeta,Completo
1539,2026-03-20,Tableta,5,255,0.1,736,Carlos,En linea,Tarjeta,Cancelado
1540,2026-03-21,Laptop,8,572,0.05,1644,Juan,En linea,nan,Cancelado
1541,2026-03-22,Tableta,8,800,,3753,Maria,Local,Efectivo,Pendiente
1542,2026-03-23,Laptop,5,371,,4282,Juan,Local,nan,Pendiente
1543,2026-03-24,Tableta,9,986,0.05,1266,Carlos,En linea,nan,Cancelado
1544,2026-03-25,Telefono,1,101,,3181,Juan,En linea,Tarjeta,Completo
1545,2026-03-26,Tableta,4,857,0.05,3165,Maria,En linea,Efectivo,Pendiente
1546,2026-03-27,Tableta,3,821,0.1,2259,Juan,En linea,nan,Cancelado
1547,2026-03-28,Laptop,2,610,,3991,Carlos,Local,Tarjeta,Cancelado
1548,2026-03-29,Telefono,8,385,,3315,Maria,Local,nan,Cancelado
1549,2026-03-30,Tableta,7,970,0.05,4013,Juan,Local,nan,Completo
1550,2026-03-31,Telefono,9,112,,995,Juan,En linea,Tarjeta,Pendiente
1551,2026-04-01,Tableta,2,707,0.15,3680,Maria,Local,Tarjeta,Pendiente
1552,2026-04-02,Tableta,4,597,0.1,4430,Maria,En linea,Efectivo,Pendiente
1553,2026-04-03,Telefono,6,832,0.1,2572,Carlos,En linea,nan,Completo
1554,2026-04-04,Tableta,3,337,,837,Maria,En linea,Efectivo,Pendiente
1555,2026-04-05,Telefono,8,193,,4449,Carlos,Local,Tarjeta,Pendiente
1556,2026-04-06,Tableta,3,437,0.15,3608,Juan,Local,Tarjeta,Pendiente
1557,2026-04-07,Laptop,2,880,0.15,2317,Carlos,En linea,nan,Pendiente
1558,2026-04-08,Telefono,3,270,,636,Juan,Local,Efectivo,Completo
1559,2026-04-09,Tableta,6,705,,3055,Maria,En linea,Efectivo,Cancelado
1560,2026-04-10,Tableta,2,760,0.15,4915,Juan,En linea,nan,Cancelado
1561,2026-04-11,Laptop,8,723,0.05,1415,Maria,En linea,nan,Pendiente
1562,2026-04-12,Telefono,1,666,0.15,4038,Juan,Local,Efectivo,Pendiente
1563,2026-04-13,Tableta,7,948,0.05,2600,Juan,Local,Tarjeta,Pendiente
1564,2026-04-14,Laptop,2,566,0.1,3407,Juan,En linea,Tarjeta,Completo
1565,2026-04-15,Tableta,6,727,0.1,3414,Juan,Local,nan,Pendiente
1566,2026-04-16,Telefono,2,242,0.15,2482,Carlos,Local,Efectivo,Completo
1567,2026-04-17,Tableta,2,300,0.05,4370,Juan,Local,Efectivo,Pendiente
1568,2026-04-18,Tableta,8,279,0.15,4067,Carlos,Local,Efectivo,Pendiente
1569,2026-04-19,Tableta,2,813,0.15,1498,Maria,En linea,Tarjeta,Cancelado
1570,2026-04-20,Tableta,7,463,0.05,2647,Maria,Local,Tarjeta,Pendiente
1571,2026-04-21,Laptop,3,578,0.15,895,Carlos,En linea,Efectivo,Completo
1572,2026-04-22,Laptop,8,664,0.1,4098,Maria,En linea,Efectivo,Cancelado
1573,2026-04-23,Telefono,7,570,,1438,Maria,Local,nan,Completo
1574,2026-04-24,Laptop,8,483,,2136,Juan,En linea,nan,Cancelado
1575,2026-04-25,Laptop,7,791,0.15,3224,Juan,En linea,Efectivo,Completo
1576,2026-04-26,Telefono,6,516,0.05,3010,Juan,Local,Efectivo,Cancelado
1577,2026-04-27,Laptop,7,924,0.05,2149,Carlos,En linea,Tarjeta,Completo
1578,2026-04-28,Laptop,5,407,0.1,4190,Carlos,En linea,Efectivo,Completo
1579,2026-04-29,Telefono,7,748,0.05,3935,Maria,Local,nan,Pendiente
1580,2026-04-30,Telefono,1,793,0.05,3701,Juan,Local,Tarjeta,Cancelado
1581,2026-05-01,Telefono,1,466,0.1,4679,Carlos,Local,nan,Cancelado
1582,2026-05-02,Tableta,9,100,0.15,4866,Carlos,Local,nan,Pendiente
1583,2026-05-03,Tableta,5,143,,2791,Juan,Local,Tarjeta,Completo
1584,2026-05-04,Telefono,5,838,0.1,4983,Carlos,En linea,nan,Completo
1585,2026-05-05,Telefono,3,942,0.15,713,Juan,En linea,Efectivo,Cancelado
1586,2026-05-06,Telefono,5,197,0.1,3737,Maria,Local,nan,Completo
1587,2026-05-07,Tableta,3,819,0.15,4362,Maria,Local,Tarjeta,Cancelado
1588,2026-05-08,Tableta,9,364,0.1,558,Maria,En linea,Tarjeta,Cancelado
1589,2026-05-09,Laptop,9,899,0.15,3430,Juan,Local,Tarjeta,Completo
1590,2026-05-10,Laptop,6,882,0.1,3471,Carlos,Local,nan,Completo
1591,2026-05-11,Telefono,1,239,0.15,2027,Maria,En linea,Efectivo,Completo
1592,2026-05-12,Tableta,7,580,0.1,622,Maria,En linea,Tarjeta,Pendiente
1593,2026-05-13,Tableta,7,336,,4219,Maria,En linea,Efectivo,Cancelado
1594,2026-05-14,Tableta,4,171,,1936,Carlos,Local,Tarjeta,Completo
1595,2026-05-15,Telefono,8,766,0.05,1662,Carlos,En linea,Efectivo,Pendiente
1596,2026-05-16,Laptop,6,289,0.15,3800,Juan,Local,Efectivo,Completo
1597,2026-05-17,Telefono,4,367,0.1,3845,Maria,En linea,Efectivo,Cancelado
1598,2026-05-18,Laptop,4,420,0.15,2986,Carlos,Local,Tarjeta,Pendiente
1599,2026-05-19,Laptop,2,206,,1061,Juan,Local,nan,Cancelado
1600,2026-05-20,Telefono,2,331,0.15,4481,Maria,Local,nan,Completo
1601,2026-05-21,Laptop,4,141,0.1,2237,Carlos,En linea,nan,Completo
1602,2026-05-22,Laptop,5,801,0.15,1404,Carlos,En linea,Efectivo,Completo
1603,2026-05-23,Tableta,8,982,0.1,4054,Juan,En linea,Tarjeta,Pendiente
1604,2026-05-24,Laptop,6,238,,4990,Maria,Local,Efectivo,Pendiente
1605,2026-05-25,Telefono,4,714,,2226,Maria,En linea,Tarjeta,Pendiente
1606,2026-05-26,Telefono,7,782,,3423,Carlos,En linea,Efectivo,Pendiente
1607,2026-05-27,Laptop,8,962,0.05,4031,Maria,Local,Tarjeta,Completo
1608,2026-05-28,Tableta,2,372,,4406,Juan,Local,Tarjeta,Completo
1609,2026-05-29,Tableta,7,580,0.15,1434,Carlos,En linea,Tarjeta,Completo
1610,2026-05-30,Laptop,2,515,0.05,574,Carlos,En linea,Efectivo,Pendiente
1611,2026-05-31,Laptop,2,605,,794,Juan,En linea,nan,Pendiente
1612,2026-06-01,Telefono,8,832,0.15,520,Carlos,Local,Efectivo,Completo
1613,2026-06-02,Laptop,2,824,0.15,3742,Maria,En linea,Efectivo,Completo
1614,2026-06-03,Tableta,9,952,0.15,1538,Maria,Local,Tarjeta,Pendiente
1615,2026-06-04,Laptop,1,523,0.1,1609,Carlos,Local,Tarjeta,Cancelado
